"","user_id","product_id","prodPurchCount","prodAddtocartOrder","prodPurch_lag","prodLastPurch","prodNextPurch","FUTorder_number","FUTorder_dow","FUTorder_hour_of_day","FUTdays_since_prior_order","FUTadd_to_cart_order","FUTreordered","product_name","aisle_id","department_id"
"3211",110,41787,1,13,0,228,228,NA,NA,NA,NA,NA,0,"Bartlett Pears",24,4
"3212",110,41806,2,1,11,219,230,NA,NA,NA,NA,NA,0,"Organic Greek Whole Milk Blended Strawberry Yogurt",120,16
"3213",110,42244,6,6,16.5,309,325.5,21,1,10,6,3,1,"Total 2% All Natural Low Fat 2% Milkfat Greek Strained Yogurt",120,16
"3214",110,43136,1,11,0,297,297,NA,NA,NA,NA,NA,0,"Organic Southwest Salad",1,20
"3215",110,43352,1,2,0,203,203,NA,NA,NA,NA,NA,0,"Raspberries",32,4
"3216",110,43961,4,6,28.5,297,325.5,21,1,10,6,22,1,"Organic Peeled Whole Baby Carrots",123,4
"3217",110,44359,3,16,25,297,322,21,1,10,6,16,1,"Organic Small Bunch Celery",83,4
"3218",110,44765,4,8,12.5,254,266.5,NA,NA,NA,NA,NA,0,"Colby Cheese Sticks",21,16
"3219",110,45210,2,2,27.5,309,336.5,NA,NA,NA,NA,NA,0,"Organic Greek Lowfat Yogurt With Blueberries",120,16
"3220",110,45965,1,18,0,272,272,NA,NA,NA,NA,NA,0,"Steel Cut Oats",130,14
"3221",110,46346,1,20,0,297,297,NA,NA,NA,NA,NA,0,"Sweet Potato Fries with Sea Salt",129,1
"3222",110,46969,1,15,0,197,197,NA,NA,NA,NA,NA,0,"Organic Bosc Pear",24,4
"3223",110,46979,1,22,0,297,297,NA,NA,NA,NA,NA,0,"Asparagus",83,4
"3224",110,47626,3,16,25,297,322,NA,NA,NA,NA,NA,0,"Large Lemon",24,4
"3225",110,47630,1,23,0,297,297,NA,NA,NA,NA,NA,0,"Medium Navel Orange",24,4
"3226",110,47766,3,21,37,272,309,21,1,10,6,20,1,"Organic Avocado",24,4
"3227",110,48017,1,9,0,272,272,NA,NA,NA,NA,NA,0,"Organic Hoisin Sauce",5,13
"3228",110,48104,1,8,0,272,272,NA,NA,NA,NA,NA,0,"Organic Lite Coconut Milk",91,16
"3229",110,49235,1,4,0,191,191,NA,NA,NA,NA,NA,0,"Organic Half & Half",53,16
"3230",110,49533,1,3,0,191,191,NA,NA,NA,NA,NA,0,"Cane Sugar",17,13
"3231",110,49683,4,14,21.5,272,293.5,NA,NA,NA,NA,NA,0,"Cucumber Kirby",83,4
"3232",110,NA,1,NA,0,315,315,NA,NA,NA,NA,NA,0,NA,NA,NA
"3233",111,1117,1,10,0,87,87,NA,NA,NA,NA,NA,0,"Turkey Bacon",106,12
"3234",111,2225,1,6,0,117,117,NA,NA,NA,NA,NA,0,"Angel Flake Sweetened Coconut",17,13
"3235",111,3593,1,13,0,87,87,NA,NA,NA,NA,NA,0,"Double Zipper Gallon Storage Bags",85,17
"3236",111,4461,1,4,0,87,87,NA,NA,NA,NA,NA,0,"Organic Raw Unfiltered Apple Cider Vinegar",19,13
"3237",111,5077,1,5,0,87,87,8,4,11,4,15,1,"100% Whole Wheat Bread",112,3
"3238",111,6153,1,1,0,120,120,NA,NA,NA,NA,NA,0,"All Natural Curry Powder",104,13
"3239",111,6698,1,6,0,87,87,NA,NA,NA,NA,NA,0,"Chocolate Chip Muffin & Quick Bread Mix",105,13
"3240",111,7644,2,11,1.5,120,121.5,8,4,11,4,3,1,"Scoops! Tortilla Chips",107,19
"3241",111,7862,1,1,0,117,117,NA,NA,NA,NA,NA,0,"Raw Shrimp",34,1
"3242",111,8073,2,6,43.5,117,160.5,8,4,11,4,12,1,"Basmati Ready Rice",4,9
"3243",111,8143,1,17,0,120,120,NA,NA,NA,NA,NA,0,"Baker's Pure Cane Ultrafine Sugar",17,13
"3244",111,10521,1,5,0,120,120,8,4,11,4,23,1,"Carb Balance Small Fajita Whole Wheat Tortillas",128,3
"3245",111,11827,1,3,0,0,0,NA,NA,NA,NA,NA,0,"Chunky Medium Salsa",51,13
"3246",111,13108,1,10,0,120,120,NA,NA,NA,NA,NA,0,"Vegetable Oil, Pure & 100% Natural",19,13
"3247",111,16682,1,9,0,87,87,NA,NA,NA,NA,NA,0,"Breakfast Links Maple & Smoked Bacon Smoked Chicken Sausage",106,12
"3248",111,16797,1,11,0,117,117,8,4,11,4,4,1,"Strawberries",24,4
"3249",111,18988,1,15,0,120,120,NA,NA,NA,NA,NA,0,"Ultra Soft & Strong® Toilet Paper Double Rolls",54,17
"3250",111,19488,1,14,0,120,120,NA,NA,NA,NA,NA,0,"Select-A-Size White Paper Towels",54,17
"3251",111,20463,1,12,0,87,87,NA,NA,NA,NA,NA,0,"Organic Fat-Free Milk",84,16
"3252",111,20958,1,8,0,87,87,NA,NA,NA,NA,NA,0,"Beef Marinade",5,13
"3253",111,21137,1,1,0,0,0,NA,NA,NA,NA,NA,0,"Organic Strawberries",24,4
"3254",111,21938,1,4,0,120,120,8,4,11,4,24,1,"Green Bell Pepper",83,4
"3255",111,22463,1,7,0,120,120,NA,NA,NA,NA,NA,0,"Chicken Taco Seasoning Mix",5,13
"3256",111,23431,1,1,0,0,0,NA,NA,NA,NA,NA,0,"Peppermint Mocha Liquid Coffee Creamer",53,16
"3257",111,23995,1,9,0,120,120,NA,NA,NA,NA,NA,0,"Ground Cayenne Red Pepper",104,13
"3258",111,25706,1,1,0,30,30,NA,NA,NA,NA,NA,0,"Hazelnut Bromstad Design Liquid Coffee Creamer",53,16
"3259",111,25985,2,4,58.5,117,175.5,8,4,11,4,1,1,"Chicken & Apple Smoked Chicken Sausage",106,12
"3260",111,28204,1,2,0,0,0,8,4,11,4,10,1,"Organic Fuji Apple",24,4
"3261",111,29662,1,2,0,117,117,NA,NA,NA,NA,NA,0,"Potato Yukon Gold Organic",83,4
"3262",111,29791,1,5,0,117,117,NA,NA,NA,NA,NA,0,"Original Chicken Seasoned Coating Mix",5,13
"3263",111,31020,1,4,0,0,0,NA,NA,NA,NA,NA,0,"Organic Honey Grade A",29,13
"3264",111,32655,1,10,0,117,117,8,4,11,4,2,1,"Organic Large Grade AA Brown Eggs",86,16
"3265",111,32727,2,4,16.5,120,136.5,8,4,11,4,7,1,"Reduced Fat 4 Cheese Mexican Shredded Cheese",21,16
"3266",111,34161,1,16,0,120,120,NA,NA,NA,NA,NA,0,"Pure Cane Sugar Cubes",17,13
"3267",111,34358,1,3,0,120,120,NA,NA,NA,NA,NA,0,"Garlic",83,4
"3268",111,36085,1,1,0,57,57,NA,NA,NA,NA,NA,0,"Berry Berry Good Lemonade Organic Juice Drink",98,7
"3269",111,36463,1,12,0,117,117,NA,NA,NA,NA,NA,0,"Chili Sauce",72,13
"3270",111,36591,1,2,0,87,87,NA,NA,NA,NA,NA,0,"100% Whole Wheat Medium Soft Taco Flour Tortillas",128,3
"3271",111,37011,1,11,0,87,87,NA,NA,NA,NA,NA,0,"Artichokes",83,4
"3272",111,37646,1,4,0,117,117,NA,NA,NA,NA,NA,0,"Organic Gala Apples",24,4
"3273",111,38777,1,3,0,0,0,NA,NA,NA,NA,NA,0,"Organic Green Seedless Grapes",123,4
"3274",111,38874,1,4,0,0,0,NA,NA,NA,NA,NA,0,"Pure Squeezed Orange Juice",31,7
"3275",111,39707,2,4,28.5,87,115.5,NA,NA,NA,NA,NA,0,"Breakfast Claws",93,3
"3276",111,41483,1,12,0,120,120,NA,NA,NA,NA,NA,0,"Smoked Paprika",104,13
"3277",111,42562,2,2,15,117,132,NA,NA,NA,NA,NA,0,"Low fat Chocolate Milk",84,16
"3278",111,43806,1,11,0,120,120,NA,NA,NA,NA,NA,0,"30% Less Sodium Seasoning",104,13
"3279",111,43882,1,8,0,120,120,NA,NA,NA,NA,NA,0,"White Ground Pepper",104,13
"3280",111,47436,1,2,0,120,120,NA,NA,NA,NA,NA,0,"Tarragon Leaves",104,13
"3281",111,47865,1,14,0,87,87,NA,NA,NA,NA,NA,0,"Quart Storage Bags",85,17
"3282",111,49352,1,3,0,30,30,8,4,11,4,11,1,"Natural Extra Sharp Cheddar Cheese",21,16
"3283",111,NA,1,NA,0,124,124,NA,NA,NA,NA,NA,0,NA,NA,NA
"3284",112,1025,1,6,0,134,134,NA,NA,NA,NA,NA,0,"Organic Fresh Basil",16,4
"3285",112,8309,1,2,0,177,177,NA,NA,NA,NA,NA,0,"Nonfat Icelandic Style Strawberry Yogurt",120,16
"3286",112,10070,1,1,0,140,140,NA,NA,NA,NA,NA,0,"Organic 1% Low Fat Milk",84,16
"3287",112,13212,1,1,0,188,188,NA,NA,NA,NA,NA,0,"Ground Black Pepper",104,13
"3288",112,13263,1,5,0,190,190,NA,NA,NA,NA,NA,0,"Non Fat Acai & Mixed Berries Yogurt",120,16
"3289",112,13984,1,7,0,134,134,NA,NA,NA,NA,NA,0,"Organic Mint",16,4
"3290",112,16759,1,1,0,134,134,NA,NA,NA,NA,NA,0,"Organic Carrot Bunch",83,4
"3291",112,17284,3,5,7,184,191,NA,NA,NA,NA,NA,0,"Organic Sugar Snap Peas",83,4
"3292",112,17795,1,2,0,184,184,NA,NA,NA,NA,NA,0,"Organic Green Leaf Lettuce",83,4
"3293",112,21070,1,3,0,117,117,NA,NA,NA,NA,NA,0,"Lightly Sweet Popcorn",23,19
"3294",112,21125,1,6,0,117,117,NA,NA,NA,NA,NA,0,"Organic Coconut Chia Granola",121,14
"3295",112,22825,2,6,8.5,134,142.5,NA,NA,NA,NA,NA,0,"Organic D'Anjou Pears",24,4
"3296",112,24221,3,1,10,200,210,NA,NA,NA,NA,NA,0,"Organic Red Grapes",24,4
"3297",112,24799,2,4,5,200,205,NA,NA,NA,NA,NA,0,"Vanilla Skyr Nonfat Yogurt",120,16
"3298",112,28199,2,2,7,184,191,NA,NA,NA,NA,NA,0,"Clementines, Bag",123,4
"3299",112,28842,1,5,0,134,134,NA,NA,NA,NA,NA,0,"Bunched Cilantro",16,4
"3300",112,30353,3,3,7,190,197,NA,NA,NA,NA,NA,0,"Curate Cherry Lime Sparkling Water",115,7
"3301",112,30720,2,6,26.5,170,196.5,NA,NA,NA,NA,NA,0,"Sugar Snap Peas",83,4
"3302",112,32308,1,2,0,140,140,NA,NA,NA,NA,NA,0,"Melatonin TR, Time Release, 1 mg, Tablets",6,2
"3303",112,34422,1,9,0,134,134,NA,NA,NA,NA,NA,0,"Organic Shells  No. 91",131,9
"3304",112,34530,1,3,0,134,134,NA,NA,NA,NA,NA,0,"Organic Chicken Thighs",7,12
"3305",112,35898,2,4,3.5,177,180.5,NA,NA,NA,NA,NA,0,"Original Hot Sauce",72,13
"3306",112,35939,5,4,17,200,217,NA,NA,NA,NA,NA,0,"Organic Jalapeno Pepper",83,4
"3307",112,40706,1,2,0,117,117,NA,NA,NA,NA,NA,0,"Organic Grape Tomatoes",123,4
"3308",112,41950,1,4,0,134,134,NA,NA,NA,NA,NA,0,"Organic Tomato Cluster",83,4
"3309",112,45066,1,1,0,177,177,NA,NA,NA,NA,NA,0,"Honeycrisp Apple",24,4
"3310",112,47209,4,2,5,200,205,NA,NA,NA,NA,NA,0,"Organic Hass Avocado",24,4
"3311",112,NA,1,NA,0,206,206,NA,NA,NA,NA,NA,0,NA,NA,NA
"3312",113,15680,5,1,9,51,60,6,5,17,30,1,1,"Red Plastic Cups",111,17
"3313",113,NA,1,NA,0,81,81,NA,NA,NA,NA,NA,0,NA,NA,NA
"3314",114,1712,1,15,0,6,6,5,0,10,2,19,1,"Pomegranate Blueberry Pistachio Plus Antioxidants Fruit & Nut Bar",3,19
"3315",114,2067,1,13,0,6,6,5,0,10,2,18,1,"Plus Cranberry Almond + Antioxidants with Macadamia Nuts Bar",3,19
"3316",114,5876,1,7,0,25,25,NA,NA,NA,NA,NA,0,"Organic Lemon",24,4
"3317",114,6860,1,10,0,25,25,NA,NA,NA,NA,NA,0,"Organic Balsamic Vinaigrette",89,13
"3318",114,10017,1,10,0,6,6,NA,NA,NA,NA,NA,0,"Tilapia Filet",39,12
"3319",114,10749,2,14,6.5,13,19.5,5,0,10,2,14,1,"Organic Red Bell Pepper",83,4
"3320",114,13176,3,4,6,25,31,NA,NA,NA,NA,NA,0,"Bag of Organic Bananas",24,4
"3321",114,16797,1,19,0,13,13,NA,NA,NA,NA,NA,0,"Strawberries",24,4
"3322",114,17794,2,14,6.5,13,19.5,5,0,10,2,1,1,"Carrots",83,4
"3323",114,18465,4,2,6.5,25,31.5,NA,NA,NA,NA,NA,0,"Organic Grade A Free Range Large Brown Eggs",86,16
"3324",114,19049,1,15,0,13,13,5,0,10,2,3,1,"Peeled Garlic",123,4
"3325",114,21616,1,12,0,0,0,NA,NA,NA,NA,NA,0,"Organic Baby Arugula",123,4
"3326",114,21903,4,7,6.5,25,31.5,NA,NA,NA,NA,NA,0,"Organic Baby Spinach",123,4
"3327",114,22935,2,8,6,25,31,5,0,10,2,2,1,"Organic Yellow Onion",83,4
"3328",114,25886,1,17,0,6,6,NA,NA,NA,NA,NA,0,"Wild Blend Rice",63,9
"3329",114,25890,1,8,0,13,13,5,0,10,2,6,1,"Boneless Skinless Chicken Breasts",49,12
"3330",114,26940,1,12,0,25,25,NA,NA,NA,NA,NA,0,"Organic Large Green Asparagus",83,4
"3331",114,27156,1,10,0,13,13,NA,NA,NA,NA,NA,0,"Organic Black Beans",59,15
"3332",114,30391,3,6,6,13,19,5,0,10,2,13,1,"Organic Cucumber",83,4
"3333",114,31477,1,3,0,0,0,NA,NA,NA,NA,NA,0,"High Protein Bar Chunky Peanut Butter",3,19
"3334",114,32465,1,9,0,25,25,NA,NA,NA,NA,NA,0,"Sliced White Mushrooms",123,4
"3335",114,35883,1,8,0,6,6,NA,NA,NA,NA,NA,0,"Solid White Albacore Tuna In Spring Water",95,15
"3336",114,38739,3,7,7,25,32,5,0,10,2,11,1,"Hass Avocado",83,4
"3337",114,39877,4,1,6.5,25,31.5,NA,NA,NA,NA,NA,0,"Organic Granny Smith Apple",24,4
"3338",114,39928,1,20,0,13,13,NA,NA,NA,NA,NA,0,"Organic Kiwi",24,4
"3339",114,40706,3,4,6,13,19,5,0,10,2,12,1,"Organic Grape Tomatoes",123,4
"3340",114,41593,1,11,0,0,0,NA,NA,NA,NA,NA,0,"Blue Cheese Crumbles",21,16
"3341",114,41950,1,6,0,25,25,NA,NA,NA,NA,NA,0,"Organic Tomato Cluster",83,4
"3342",114,43768,3,6,6,13,19,NA,NA,NA,NA,NA,0,"Organic Bell Pepper",83,4
"3343",114,44683,2,12,3,6,9,NA,NA,NA,NA,NA,0,"Brussels Sprouts",83,4
"3344",114,45535,1,17,0,13,13,5,0,10,2,5,1,"Organic Low Sodium Chicken Broth",69,15
"3345",114,46229,1,14,0,6,6,5,0,10,2,20,1,"Fruit & Nut Bar Blueberry Vanilla & Cashew",3,19
"3346",114,46667,1,16,0,13,13,5,0,10,2,4,1,"Organic Ginger Root",83,4
"3347",114,46979,2,14,3,6,9,NA,NA,NA,NA,NA,0,"Asparagus",83,4
"3348",114,47209,1,2,0,0,0,NA,NA,NA,NA,NA,0,"Organic Hass Avocado",24,4
"3349",114,47626,2,12,3.5,13,16.5,5,0,10,2,8,1,"Large Lemon",24,4
"3350",114,48450,1,10,0,0,0,NA,NA,NA,NA,NA,0,"Organic Brown Rice Pasta Spirals",131,9
"3351",114,48679,3,9,12,25,37,NA,NA,NA,NA,NA,0,"Organic Garnet Sweet Potato (Yam)",83,4
"3352",114,49075,1,18,0,13,13,NA,NA,NA,NA,NA,0,"Organic Brown Rice",38,1
"3353",114,NA,1,NA,0,27,27,NA,NA,NA,NA,NA,0,NA,NA,NA
"3354",115,10,1,3,0,157,157,NA,NA,NA,NA,NA,0,"Sparkling Orange Juice & Prickly Pear Beverage",115,7
"3355",115,794,1,7,0,181,181,NA,NA,NA,NA,NA,0,"Pad Thai Rice Noodles",66,6
"3356",115,1546,1,15,0,102,102,NA,NA,NA,NA,NA,0,"Deluxe Red Raspberry Fruit Spread",88,13
"3357",115,1787,2,5,12,181,193,NA,NA,NA,NA,NA,0,"Thin Rice Noodles",66,6
"3358",115,2314,1,12,0,102,102,NA,NA,NA,NA,NA,0,"Whole Milk Ricotta Cheese",108,16
"3359",115,4193,1,7,0,172,172,NA,NA,NA,NA,NA,0,"Ravioli, Spinach & Cheese",12,9
"3360",115,4664,1,10,0,102,102,NA,NA,NA,NA,NA,0,"Peppermint Bark Gelato",37,1
"3361",115,4799,1,11,0,102,102,NA,NA,NA,NA,NA,0,"Shredded Parmesan",21,16
"3362",115,5652,1,2,0,181,181,NA,NA,NA,NA,NA,0,"Organic Red Potatoes",83,4
"3363",115,5876,1,14,0,102,102,NA,NA,NA,NA,NA,0,"Organic Lemon",24,4
"3364",115,6343,1,1,0,172,172,NA,NA,NA,NA,NA,0,"Pizza Poppers, Three Cheese",129,1
"3365",115,6860,1,11,0,172,172,NA,NA,NA,NA,NA,0,"Organic Balsamic Vinaigrette",89,13
"3366",115,7963,1,13,0,102,102,NA,NA,NA,NA,NA,0,"Gluten Free Whole Grain Bread",58,1
"3367",115,8518,2,6,4.5,181,185.5,13,1,18,15,9,1,"Organic Red Onion",83,4
"3368",115,9839,1,10,0,172,172,NA,NA,NA,NA,NA,0,"Organic Broccoli",83,4
"3369",115,12125,1,11,0,153,153,NA,NA,NA,NA,NA,0,"Organic Peace Pasta & Parmesan Macaroni & Cheese",4,9
"3370",115,12500,1,11,0,181,181,NA,NA,NA,NA,NA,0,"Organic Gluten Free Selections Dark Chocolate Chip Waffles - 6 CT",52,1
"3371",115,16083,2,4,12.5,153,165.5,NA,NA,NA,NA,NA,0,"Organic Large Brown Eggs",86,16
"3372",115,16609,2,2,13,128,141,NA,NA,NA,NA,NA,0,"Chopped Clams",95,15
"3373",115,17789,1,1,0,92,92,NA,NA,NA,NA,NA,0,"Soy Free Buttery Spread",91,16
"3374",115,18578,1,4,0,172,172,NA,NA,NA,NA,NA,0,"Organic Alfredo Shells & Cheddar Macaroni & Cheese",4,9
"3375",115,18656,1,3,0,62,62,NA,NA,NA,NA,NA,0,"Organic Red Potato",83,4
"3376",115,18811,1,2,0,102,102,NA,NA,NA,NA,NA,0,"Organic Apple Juice",98,7
"3377",115,19250,2,10,39.5,181,220.5,NA,NA,NA,NA,NA,0,"Fruit Spread, Organic, Strawberry",88,13
"3378",115,21850,1,6,0,166,166,NA,NA,NA,NA,NA,0,"Waffle Cut Sweet Potato Seasoned Fries",129,1
"3379",115,21903,1,3,0,181,181,NA,NA,NA,NA,NA,0,"Organic Baby Spinach",123,4
"3380",115,24184,1,5,0,166,166,NA,NA,NA,NA,NA,0,"Red Peppers",83,4
"3381",115,24964,1,5,0,181,181,NA,NA,NA,NA,NA,0,"Organic Garlic",83,4
"3382",115,26133,1,12,0,153,153,NA,NA,NA,NA,NA,0,"Classic Macaroni & Mild Cheddar Cheese",4,9
"3383",115,26201,2,8,39.5,181,220.5,NA,NA,NA,NA,NA,0,"Chicken Taquitos",129,1
"3384",115,26476,1,4,0,102,102,NA,NA,NA,NA,NA,0,"The Original Caesar Dressing",89,13
"3385",115,26751,1,6,0,172,172,NA,NA,NA,NA,NA,0,"Organic Tomato Basil Sauce",9,9
"3386",115,27344,1,1,0,49,49,NA,NA,NA,NA,NA,0,"Uncured Genoa Salami",96,20
"3387",115,27845,1,6,0,153,153,NA,NA,NA,NA,NA,0,"Organic Whole Milk",84,16
"3388",115,28928,1,2,0,62,62,NA,NA,NA,NA,NA,0,"Uncured Black Forest Ham",96,20
"3389",115,29287,1,8,0,172,172,NA,NA,NA,NA,NA,0,"Organic Vegetarian & Delicious Four Cheese Tortelloni",12,9
"3390",115,30489,1,4,0,166,166,NA,NA,NA,NA,NA,0,"Original Hummus",67,20
"3391",115,31717,1,5,0,157,157,NA,NA,NA,NA,NA,0,"Organic Cilantro",16,4
"3392",115,33037,1,4,0,153,153,NA,NA,NA,NA,NA,0,"Wheat English Muffins",93,3
"3393",115,34530,1,10,0,181,181,NA,NA,NA,NA,NA,0,"Organic Chicken Thighs",7,12
"3394",115,35076,1,3,0,102,102,NA,NA,NA,NA,NA,0,"Croutons",89,13
"3395",115,35425,3,3,25,153,178,NA,NA,NA,NA,NA,0,"Gluten Free Brown Rice English Muffins 6 ct",93,3
"3396",115,35951,1,1,0,181,181,13,1,18,15,2,1,"Organic Unsweetened Almond Milk",91,16
"3397",115,36772,1,8,0,153,153,NA,NA,NA,NA,NA,0,"Bunny Pasta with Yummy Cheese Macaroni & Cheese",4,9
"3398",115,37053,1,9,0,102,102,NA,NA,NA,NA,NA,0,"Just Mayo",72,13
"3399",115,38205,1,2,0,49,49,NA,NA,NA,NA,NA,0,"Cheddar Cheezy Mac",4,9
"3400",115,38383,1,2,0,157,157,NA,NA,NA,NA,NA,0,"Organic White Onions",83,4
"3401",115,39966,2,6,9.5,172,181.5,NA,NA,NA,NA,NA,0,"Rice Pasta & Cheddar Gluten Free Macaroni & Cheese",4,9
"3402",115,40310,1,2,0,166,166,NA,NA,NA,NA,NA,0,"Oven Roasted Turkey Breast",96,20
"3403",115,40516,1,5,0,102,102,NA,NA,NA,NA,NA,0,"Organic Romaine Hearts",123,4
"3404",115,42110,1,7,0,153,153,NA,NA,NA,NA,NA,0,"Organic Macaroni Shells & Real Aged Cheddar",4,9
"3405",115,42265,1,3,0,166,166,NA,NA,NA,NA,NA,0,"Organic Baby Carrots",123,4
"3406",115,42317,1,10,0,153,153,NA,NA,NA,NA,NA,0,"Organic Quinoa Rice Pasta & White Cheddar Macaroni & Cheese",63,9
"3407",115,42958,1,2,0,153,153,NA,NA,NA,NA,NA,0,"Rustic Baguette",112,3
"3408",115,44283,1,5,0,172,172,NA,NA,NA,NA,NA,0,"Organic Diced Tomatoes with Basil & Garlic",81,15
"3409",115,45679,1,2,0,172,172,NA,NA,NA,NA,NA,0,"Gluten Free Cheddar Macaroni & Cheese Rice Pasta",4,9
"3410",115,46720,3,1,24,181,205,13,1,18,15,3,1,"Organic Free Range Chicken Broth",69,15
"3411",115,48127,3,1,25,153,178,13,1,18,15,1,1,"Mini Baguette",112,3
"3412",115,48628,1,1,0,166,166,NA,NA,NA,NA,NA,0,"Organic Whole Wheat Bread",112,3
"3413",115,NA,1,NA,0,196,196,NA,NA,NA,NA,NA,0,NA,NA,NA
"3414",116,9605,1,1,0,0,0,NA,NA,NA,NA,NA,0,"Reese Puffs",121,14
"3415",116,12397,1,3,0,14,14,NA,NA,NA,NA,NA,0,"Earl Grey Tea Bags",94,7
"3416",116,12615,1,3,0,48,48,NA,NA,NA,NA,NA,0,"Sparking Apple Cider",77,7
"3417",116,13627,2,2,23.5,61,84.5,NA,NA,NA,NA,NA,0,"English Breakfast Tea Bags",94,7
"3418",116,14987,1,1,0,71,71,NA,NA,NA,NA,NA,0,"Butcher Thick Cut Smoked Applewood Bacon",37,1
"3419",116,15485,1,4,0,14,14,NA,NA,NA,NA,NA,0,"Green Tea Bags",94,7
"3420",116,16026,1,3,0,39,39,NA,NA,NA,NA,NA,0,"Sho Chiku Bai Nigori Sake",134,5
"3421",116,18482,1,5,0,48,48,NA,NA,NA,NA,NA,0,"Reposado Tequila",124,5
"3422",116,19488,1,4,0,48,48,7,5,12,4,2,1,"Select-A-Size White Paper Towels",54,17
"3423",116,22667,2,2,19.5,39,58.5,NA,NA,NA,NA,NA,0,"Original Sweet Dinner Rolls",43,3
"3424",116,23233,1,6,0,0,0,NA,NA,NA,NA,NA,0,"California Sourdough Bread",112,3
"3425",116,24852,2,1,12.5,39,51.5,NA,NA,NA,NA,NA,0,"Banana",24,4
"3426",116,25464,2,3,17,48,65,7,5,12,4,1,1,"Unscented 2-Ply Double Roll Bathroom Tissue",54,17
"3427",116,25843,1,4,0,0,0,NA,NA,NA,NA,NA,0,"Maple Bacon Potato Chips",107,19
"3428",116,30233,1,3,0,61,61,NA,NA,NA,NA,NA,0,"Organic Large Brown Grade AA Cage Free Eggs",86,16
"3429",116,33389,1,1,0,61,61,NA,NA,NA,NA,NA,0,"Gluten-Free Soy Sauce",66,6
"3430",116,34234,1,4,0,61,61,NA,NA,NA,NA,NA,0,"Grade AA Large White Eggs",86,16
"3431",116,38906,1,5,0,0,0,NA,NA,NA,NA,NA,0,"Butcher Thick Cut Hickory Smoked Bacon",37,1
"3432",116,42117,1,2,0,48,48,NA,NA,NA,NA,NA,0,"Original Glass Cleaner With Ammonia-D",114,17
"3433",116,45190,1,5,0,61,61,NA,NA,NA,NA,NA,0,"Vodka",124,5
"3434",116,46049,1,3,0,0,0,NA,NA,NA,NA,NA,0,"Salt & Pepper Krinkle Chips",107,19
"3435",116,NA,1,NA,0,75,75,NA,NA,NA,NA,NA,0,NA,NA,NA
"3436",117,13,1,21,0,190,190,NA,NA,NA,NA,NA,0,"Saline Nasal Mist",11,11
"3437",117,270,3,10,30,190,220,NA,NA,NA,NA,NA,0,"OneZip Storage Bags Quart Size Value Pack",85,17
"3438",117,2097,3,11,30,190,220,12,0,18,4,4,1,"Gallon Size Value Pack Storage Bags",85,17
"3439",117,2205,1,16,0,30,30,NA,NA,NA,NA,NA,0,"3D White Arctic Fresh Toothpaste",17,13
"3440",117,3007,2,13,65,190,255,NA,NA,NA,NA,NA,0,"Natural Anticavity Silly Strawberry Fluoride Toothpaste for Children",20,11
"3441",117,3045,1,9,0,190,190,NA,NA,NA,NA,NA,0,"Complete Clean with Bleach Toilet Bowl Cleaner",114,17
"3442",117,3407,1,14,0,90,90,NA,NA,NA,NA,NA,0,"Reddi Wip Fat Free Whip Cream",53,16
"3443",117,4575,1,6,0,145,145,NA,NA,NA,NA,NA,0,"Beef Jerky, Teriyaki",23,19
"3444",117,5077,1,10,0,90,90,NA,NA,NA,NA,NA,0,"100% Whole Wheat Bread",112,3
"3445",117,6427,2,8,10,210,220,12,0,18,4,2,1,"Mini Swirls Birthday Party Ice Cream Cones",37,1
"3446",117,6716,1,18,0,190,190,12,0,18,4,6,1,"Children's Pain and Fever Grape Splash Liquid",11,11
"3447",117,8047,2,8,22.5,190,212.5,NA,NA,NA,NA,NA,0,"Gluten Free Chicken Tikka Masala",38,1
"3448",117,8767,1,15,0,190,190,NA,NA,NA,NA,NA,0,"3D White Mint Toothpaste",20,11
"3449",117,9972,1,12,0,190,190,NA,NA,NA,NA,NA,0,"Pearl Regular Absorbency Unscented Tampons",126,11
"3450",117,10442,1,18,0,90,90,NA,NA,NA,NA,NA,0,"Low Fat Madagascar Vanilla Kefir Probiotic Cultured Milk Smoothie",120,16
"3451",117,10544,3,2,30,90,120,NA,NA,NA,NA,NA,0,"Heavy Duty Scour Pads - 3 CT",114,17
"3452",117,10558,1,17,0,90,90,NA,NA,NA,NA,NA,0,"Organic Peanut Butter Granola",57,14
"3453",117,13307,1,16,0,190,190,NA,NA,NA,NA,NA,0,"Outlast Invisible Solid, Clear Gel, Completely Clear Deodorant",80,11
"3454",117,13369,1,17,0,190,190,NA,NA,NA,NA,NA,0,"Original Berry Flavor  Children's",133,11
"3455",117,13418,1,19,0,190,190,NA,NA,NA,NA,NA,0,"24 Hour Infection Protection Pain Relief Ointment",118,11
"3456",117,14381,5,4,24,149,173,NA,NA,NA,NA,NA,0,"Whole Grain Cheddar Baked Goldfish Crackers",78,19
"3457",117,14768,1,22,0,190,190,NA,NA,NA,NA,NA,0,"Allergy Plus Congestion Grape Flavored Liquid",11,11
"3458",117,15161,1,5,0,145,145,NA,NA,NA,NA,NA,0,"Mio Blue Lemonade",115,7
"3459",117,15871,1,15,0,30,30,NA,NA,NA,NA,NA,0,"Flintstones Iron Chewable Multivitamin Tablets for Children",47,11
"3460",117,17600,1,6,0,30,30,NA,NA,NA,NA,NA,0,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",120,16
